song_name,name,song_id,cluster
Lullaby Of Birdland,Sarah Vaughan,5pQASzpgYM3rqhxXVSRh2P,5
Lullaby Of Birdland,Clifford Brown,5pQASzpgYM3rqhxXVSRh2P,5
See See Rider,LaVern Baker,1MW7hcqDWh0ODZA5hVunaO,0
RAF March Past,Central Band Of The Royal Air Force,3gV8EyzwqsPawYlFr98KhE,5
Change Every Light Bulb,The Wonder Stuff,6AH7jnAXuNCeo4M9wkrM03,2
This Place Hotel (a.k.a. Heartbreak Hotel),The Jacksons,2eADspwGh5Ad8tDoJ2bHsR,2
Come For Me,Sunflower Bean,4C5BZFDNBKADO5UbFeRWdy,3
Cherish,Madonna,6WjrgHvISFS0Oj3vk3XLiE,3
Come Closer,Miles Kane,20uVZbYFKshjrdDHcVy9w9,2
Martha's Harbour,All About Eve,4ar3Nkc293kmdDBG6iZMC5,5
Does Your Mother Know,ABBA,45EaIq9lKyoQxxTjFkiGbl,0
All Possibilities,Badly Drawn Boy,2uu1SBCo4Oeqj8aWfvcm8Z,0
Cry,The Sundays,28epwzdWoOita53JvOugPq,3
Take Off Your Sunglasses,Ezra Furman & The Harpoons,6MXrbmCP3283JadlOVVhnY,0
Really Free - Single Free,John Otway,7wABdV7s5oH9mu8rT5jSaG,3
Really Free - Single Free,Wild Willy Barrett,7wABdV7s5oH9mu8rT5jSaG,3
Got The Time,Anthrax,1bcioXEBfobgGko8dsexRr,2
Tain't No Sin to Dance Around in Your Bones,George Olsen and His Music,4qPxXpTzx0O5xwac7UlM8r,1
Tain't No Sin to Dance Around in Your Bones,Dick Gardner,4qPxXpTzx0O5xwac7UlM8r,1
Lambeth Walk - Remastered,Eddie Cantor,4C1GT4BSdtruC4arWOAa5c,1
The Cutter,Echo & the Bunnymen,1uquUeoieXGKOyuHfjWWdS,0
How Sweet It Is (To Be Loved By You),Jr. Walker & The All Stars,5Rb211KhnOhLLXPpt8awxU,1
Spasticus Autisticus (Live),Ian Dury,7oz8x6AiI5oowBdtAOjdYg,0
Spasticus Autisticus (Live),The Blockheads,7oz8x6AiI5oowBdtAOjdYg,0
Poem,She Drew The Gun,3BIqH7Wflabia6g1e7eZnJ,1
M1 A1,Gorillaz,0zbSbnHtSrVl1CBaTvCLIH,2
Cold Feet Warm Heart,Echobelly,2s92d544emMFRjKj5zJ0FB,3
Muffin Man,Frank Zappa,2KfjGQ3MjL1PlRsf2xUH5s,0
Muffin Man,Captain Beefheart,2KfjGQ3MjL1PlRsf2xUH5s,0
Muffin Man,The Mothers,2KfjGQ3MjL1PlRsf2xUH5s,0
If I Could - Orchestral,Erasure,6UHQrToiLbQram2hf2XzKH,1
Do You Want Crying?,Katrina & The Waves,25I22FaP3M3iQtVF65GEwJ,3
Is This Love?,Alison Moyet,339uxlQBvcY8kfhR5glou5,0
Street Life,Roxy Music,17WNWjA705vjLXHJSDt4Rh,3
Politicians in My Eyes,Death,68SoySoWZDBeepOkT28aOu,3
Alabama Song (Whisky Bar),The Doors,0JNZGIavoUrdup1NsgJOQs,1
All Along the Watchtower,Jimi Hendrix,2aoo2jlRnM3A0NyLQqMN2f,0
Sissyneck,Beck,5GYLHNa2acW4Ajn6E7Tope,0
The Celtic Soul Brothers,Dexys Midnight Runners,0v9sCdQJgatgPX0PHRR6lh,3
The Celtic Soul Brothers,Kevin Rowland,0v9sCdQJgatgPX0PHRR6lh,3
An Elegant Chaos,Julian Cope,1V1SUd38PiKnthHuKYkIZK,0
Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,0
Station Approach,Elbow,2RuP25743Als5sqZS5Khkr,3
Beautiful Brutal Thing,Marc Almond,6813A8fqqsSvW9AepL9hG8,2
Television The Drug Of The Nation,The Disposable Heroes Of Hiphoprisy,1VVcdEcwrQyyleRIsa5qY8,3
Who Do You Love - Single Version,Bo Diddley,0UUaCjMpVULUly9TuoslnF,1
Puttin' On The Style,Lonnie Donegan,3pQqisynatWrej579AFtZV,3
"Hallelujah, I Love Her So",Eddie Cochran,5X73lUMvlt0ykafye2TASW,0
Olympian,Gene,0w3xM9vQtoAn05Iqf7MyGb,3
Monkey To Man,Elvis Costello & The Imposters,2IHsYQSJGjhna2xZ83ui2j,0
Rockferry,Duffy,6lh9XpdR1rvqGdE2ouR7a6,0
Shimmy Like My Sister Kate,Issy Van Randwyck,6si5RFAzDIu8QGRwfLtn1P,5
Just One Of Those Things,Peggy Lee,3TvfP8pBpMJSkUN6JbAksG,0
Heavy Makes You Happy (Sha-Na-Boom Boom),The Staple Singers,5M7T74ph8J2wEJU88xx0lr,3
South Of The Border - Remastered,Frank Sinatra,7CcbRvjwz2f2a8p48rXf4X,1
Mr. Sandman,The Chordettes,4rTE98qAj2vGPlgrFYxh3I,1
Rapture - Remastered 2001,Blondie,3tHJXxcZqqNguxN06XiUZN,2
Hong Kong Garden,Siouxsie and the Banshees,3Ji0cutA29AmTM1v0gNE60,3
Special,Garbage,7Jb0dd0swg2VtD4cf18MCa,2
My Kind Of Town,Frank Sinatra,2eOBQx9Yi6LQST0yHJiFyJ,1
Something to Sing About,Thea Gilmore,2AqJtU0JJO43Wo83DPw7Xf,2
We Are Family - 1995 Remaster,Sister Sledge,5IKLwqBQG6KU6MP2zP80Nu,2
Boy Child,Scott Walker,0ktacPlJp2SOfEYsufEIaJ,1
Don't You Just Know It,"Huey ""Piano"" Smith",2JnmWxBSfe7YaOrGxOMjD2,5
Beautiful,Christina Aguilera,3TCauNPqFiniaYHBvEVoHG,5
Coppélia: Waltz - 1988 Remaster,Léo Delibes,4eWd8HBV4JLPrAmjIxJLPz,4
Coppélia: Waltz - 1988 Remaster,New Philharmonia Orchestra,4eWd8HBV4JLPrAmjIxJLPz,4
Coppélia: Waltz - 1988 Remaster,Sir Charles Mackerras,4eWd8HBV4JLPrAmjIxJLPz,4
Jump They Say - 2003 Remaster,David Bowie,5nGuwdPZAuTN3DMS7yVViz,0
London Nights,London Boys,1fwUr7AoiR7nbchvC5s7ul,2
Mama Said,The Shirelles,2hUFa1yvSLIH4bAyoQEPi4,5
The Complete Banker,The Divine Comedy,7zKTHiLg5FbEfxBrYHjKok,1
I Can Hear Your Heartbeat,Chris Rea,7n0lp1r1yHYXN2jZvqzbAI,0
Out of Time,Chris Farlowe,7mYKoaNObu5MA1B2qHzjwp,0
How Do You Sleep? - Remastered 2010,John Lennon,7xsr2OppItxPB4whucYr2G,2
Bring It on Home to Me,The Animals,1Ik0YhQ9F353MoBnr4PPq3,1
Suedehead - 2011 Remaster,Morrissey,0kA5scXMiaO5Ms2GQ4pRWa,3
La Bamba,Los Lobos,0uMMLry3hzWGn3q3loqMkm,3
Made Up Lovesong #43,Guillemots,2g0xsUTDAvNHPVT8TBp1DI,3
Bug Powder Dust,Bomb The Bass,01JiMbcLflocOuTLk3SXuF,2
Bug Powder Dust,Justin Warfield,01JiMbcLflocOuTLk3SXuF,2
Give Ireland Back To The Irish,Wings,4zlkE8VPWYjkRDdC2VVk5e,2
Everybody Knows (except you),The Divine Comedy,3aTcvHbuGGEjM8tDP57zA5,3
Good Morning Good Morning - Remastered,The Beatles,1oZi9oP0zXAfSzIjYRXsES,3
Caribbean Blue,Enya,6qNQcYitWE3mY2WDaTv6Kc,4
Lover Man - Single Version,Billie Holiday,3bETrIcEzArXGqKfKXYX4v,1
Sweet Gene Vincent,Ian Dury,5HrxWZkIh8BQpQKzZ0ZTjz,3
My Definition Of A Boombastic Jazz Style - Radio Mix,Dream Warriors,6Irl62G3X0zpQgptBs01Gk,0
Central Park East,Mercury Rev,22FePBULGw0jW0Vlc88Zw3,0
How Does It Feel,Slade,3IBfnn8KytvlcbiOQ6clBO,0
Why We Build the Wall,Anaïs Mitchell,72dKKaJfpzLMYgJEJl1OKc,1
America,Prince,4me1ItKif2Ymxtey9T8iiO,3
Peter Gunn (feat. Duane Eddy),The Art Of Noise,1MeMfXuGPbO4qWVFZ1MeAV,0
Peter Gunn (feat. Duane Eddy),Duane Eddy,1MeMfXuGPbO4qWVFZ1MeAV,0
Hey Boy Hey Girl,The Chemical Brothers,7kXmJwrZGIhDaLT9sNo3ut,3
Sorry Seems To Be The Hardest Word,Elton John,6XfxmT5QNCXvpZA6PKfWVL,5
Labelled With Love,Squeeze,0OfQVzxnO17sGMzPOaOJrK,3
Atmosphere,Joy Division,0NBgmP6Yg5xZYsnIZ0pGdo,0
A Night to Remember - Single Version,Shalamar,3LDefGtx6L0wV6u8zckjUu,3
New York,St. Vincent,5IXTT9RvcVupmzLTFqIInj,1
Blue Jean - 1999 Remaster,David Bowie,34Pobuh81Cvth4YZ6qdLdI,2
Vow,Garbage,3MxVtYCLto7OjXkGYLZzQh,3
Life During Wartime - 2005 Remaster,Talking Heads,7CqleiaEqHVazV19P532X9,0
Simon Speaks,The Shangri-Las,02I09Pdpg45cEEGm9jBed7,2
Blue Lips,Regina Spektor,4HnS7CZWjd8PTQZkh3E1ai,5
Make Me Smile (Come up and See Me) - 2014 Remaster,Steve Harley,184QpO8ZchGncbNyJe9SDT,3
Make Me Smile (Come up and See Me) - 2014 Remaster,Steve Harley & Cockney Rebel,184QpO8ZchGncbNyJe9SDT,3
Avenue,Saint Etienne,5z1rtMNifTsp2AiRyFIShQ,3
Primadonna Like Me,The Struts,3YFaqvSgFBxiJA2xrc70yq,0
I've Got to Use My Imagination,Gladys Knight & The Pips,5r3q5qzU1LoxfORgwuvLCa,2
Breath Of Life,Florence + The Machine,6PCX5w5vmhPByDrsoIc4jA,3
Dear Prudence - Remastered 2009,The Beatles,5NQYyej46WQkgCbnzGD21W,0
Beautiful Ones,Suede,40B86SINGhkk1T0kZ47JsX,2
Pumpkin Soup,Kate Nash,0zscy4RolfjsihJlXuQLzG,3
El Salvador,Athlete,1b2k0jS2ct7PdLxAYxtUUu,3
Kiss With A Fist,Florence + The Machine,0K5I39R4ehtSCBDLktWyNY,3
Sugar Man,Rodríguez,17nOJOcPbcl4sKzM2yyYDp,1
Jackie,Sinéad O'Connor,5FkYZ2NXdesJUkUOEiEuuZ,1
Walk on By,The Stranglers,468OjJdSYyN77e1tYj4O6Y,2
Child Psychology,Black Box Recorder,68lYnrHMQlCNmVpvyeVfrq,3
The Riverflow - Remastered Version,Levellers,2GrY1EA7OywSO6dMQOsWcD,3
This Is Not A Love Song - 2011 - Remaster,Public Image Ltd.,12Q7On756CJezQzLTT9Q6e,0
Bang Bang (My Baby Shot Me Down),Cher,1alXY7fAof9pkqCVG8Yu14,2
Indigo - Radio Edit,Moloko,3vAhfSWB25m00uMLp0aQXw,2
I Said Never Again (But Here We Are),Rachel Stevens,7paxT8Rt0U8g5Lp1ERuEMa,3
"Concerto for Orchestra, Sz. 116: V. Finale - Transcribed by Leopold Stokowski",Béla Bartók,5Bf9l8UTQCVJ0RzBbGWa8g,4
"Concerto for Orchestra, Sz. 116: V. Finale - Transcribed by Leopold Stokowski",Houston Symphony,5Bf9l8UTQCVJ0RzBbGWa8g,4
"Concerto for Orchestra, Sz. 116: V. Finale - Transcribed by Leopold Stokowski",Leopold Stokowski,5Bf9l8UTQCVJ0RzBbGWa8g,4
Daddy's Gonna Pay For Your Crashed Car,U2,30RNZ0XyL8KjFCI7xEv6Un,3
2000 Light Years From Home,The Rolling Stones,5ZzZemT476LUwHcQ263Am4,0
Let Him Dangle,Elvis Costello,5cYYs1vCd0G69632Cs8pmB,2
I Feel Fine - Remastered,The Beatles,6VEEM8Wl6pFTwQP9NpOLlZ,0
Roads,Portishead,2sW8fmnISifQTRgnRrQTYW,1
No Fun,The Stooges,7DDuClDoC1niziuParyepP,0
Tuxedo Junction,Erskine Hawkins & His Orchestra,4P0tQsQvDPnVU6u2NxGQ2m,4
Def Con One,Pop Will Eat Itself,6foGpuu3K8d8q64QU4ECoq,3
Chains,Mercury Rev,5yM5HIsJ05bwJRhGAPMCkU,2
You're The Top,Ella Fitzgerald,31pzrNjnn5KYWFYHI8LTAa,5
I Have Forgiven Jesus,Morrissey,2vsYnQL5ZdZqk3TT65nU0V,2
Sunday,David Bowie,4RlYcmB89aA2rAMMKwPWEp,3
Army Dreamers,Kate Bush,6OmdWLjlx4BIDGEO8BZlqH,5
The World Tonight,Paul McCartney,6egh5cfEMFrZCyB2ttMmof,2
Always Crashing in the Same Car - 2017 Remaster,David Bowie,73HwMEPCCCEqKFYONpOxe9,3
The Pan Within - 2004 Remaster,The Waterboys,0WbrOgZJb6yHPumYXEbs5U,2
It's Called a Heart,Depeche Mode,0iKOLPr5NnX8FfCxIuED4m,2
Heal the Pain - 2010 Remastered Version,George Michael,7cF2JUm8Yna6MOu2ruL6Ts,1
History - 2016 Remastered,The Verve,6ssQoHnqA1TuZiOrJGBPmN,3
An Englishman In New York,Godley & Creme,1l3T49VYjZErNvvh2Nzkmt,3
I've Been Everywhere,"Kitty, Daisy & Lewis",1rsBAuwklZXiRnSWvClOAb,0
Moody Blue,Elvis Presley,5nP6bZZpeT9hbtvePmy9ko,3
The Meaning of Love,Depeche Mode,5X1BtrxCNZDKVUPc3OWwfu,3
Hang Me up to Dry,Cold War Kids,4goWmpceUK3FiZ8nP0u64A,2
"Consider Yourself - From ""Oliver!""",Lionel Bart,3Oat2v9SCRXdF57AvnXUk7,1
"Consider Yourself - From ""Oliver!""",Martin Horsey,3Oat2v9SCRXdF57AvnXUk7,1
"Consider Yourself - From ""Oliver!""",Keith Hampshire,3Oat2v9SCRXdF57AvnXUk7,1
Bassline,Reverend And The Makers,1tIZyzx9jNJLZ4ZQOV7Aaa,2
The Riddle,Nik Kershaw,6sn3FHCq2csvNkq2h9Au8V,0
Silver Machine - Live at the Roundhouse London; 1996 Remaster,Hawkwind,73HSIWZlSCfs4tqVkrGv7H,3
Money Don't Matter 2 Night,Prince,4H5h8oKpjpxmD5oxatzApL,3
Bullet The Blue Sky,U2,12w7q5JN7tf22TzQtQiiBN,0
I Don't Care If The Sun Don't Shine,Patti Page,3rEGoVWki3uDHqlQsK8NXd,1
I Ain't Got No Home In This World Anymore,Woody Guthrie,7snJmn0LfJNPLT8Ns3qnaz,1
Magical Mystery Tour - Remastered,The Beatles,7GeZEzG1QEjqRzuWVlrBFt,0
Is There Something I Should Know? - 2010 Remaster,Duran Duran,2rzPxJ8y7ekQwmAIVyStmf,0
Getaway,Georgie Fame & The Blue Flames,6CgGuOY2ZaXhdaF61xovvE,0
Knock On Wood - Live; 2005 Mix; 2016 Remaster,David Bowie,2C1FzUUtHp31ZdQsTGDM2f,2
Closing Time,Leonard Cohen,2MeYsitFbcxoNVCO31Vjmz,0
Runaway,Del Shannon,01qiuRcLpJcFJBXUoSkn5p,2
Little Red,Cathy Davey,3kyrlZfeBr4x3gjQDKgcBN,0
I Don't Know What You Want but I Can't Give It Any More - 2017 Remaster,Pet Shop Boys,4xepX8V363CalzMA4nI10d,2
Here Comes That Rainy Day Feeling Again - Remastered,The Fortunes,2oWFcV6yOp5HmbzbCcQXKJ,0
Barbara Ann - Single Version / Remastered 2001,The Beach Boys,2pw36KAhXcFPmYaPHmuMNd,0
Self Esteem,The Offspring,6EsBn1Md8C5YdbCzvwvZq8,0
The Punks Are Writing Love Songs,Tullycraft,7shfzDJwUBKTuxNTiS85jo,0
Dambusters March,Black Dyke Mills Band,11VB3btMPcPjUF3mAOEemJ,4
Advert - 2012 Remaster,Blur,4Glq90E0CwoJahSEPhl6Yg,3
Lazyitis - The One Armed Boxer Remix,Happy Mondays,0CwW5S1Gv0lUkDyNMKa8c2,3
Our House,"Crosby, Stills, Nash & Young",2hitsKa8SthKhRJBXUHbIv,1
The Hippopotamus Song,Flanders & Swann,02bNtI8mb8gEw0xpxlyByG,1
Mirror in the Bathroom,The Beat,70pR7ZZ3C5mkLWoWtDhl38,0
I've Got My Love To Keep Me Warm,Dean Martin,78MAFESapdJfHRXMzXfWjy,1
Jive Talkin',Bee Gees,4t0Pj3iBnSCZv5pDEPNmzG,2
I Don't Mind,Buzzcocks,0HbDRsCKhOjQg3RvvGzBrA,2
This House Is Empty Now,Elvis Costello,7zA1QdWBKhVbXKTDZX3VOn,0
This House Is Empty Now,Burt Bacharach,7zA1QdWBKhVbXKTDZX3VOn,0
Candle In The Wind,Elton John,3Vlrby7pYDM7Yf0ObhCyun,3
The Voices,Sound of The Sirens,51nyBS9EAoCNgjJEE2EYqQ,2
Eli's Comin',Laura Nyro,04x9RfuAP5Pyce6fYzK9Xp,5
If You Don't Want Me to Destroy You,Super Furry Animals,0KnuN8s5pCWPdyR4YRcimF,3
Free Yourself,Jessie Ware,7axM6HbfUTu3dXEIWOYcH1,2
If I Should Fall from Grace with God,The Pogues,64t0G0gO2E6xSxeldtyA9n,3
How Sweet It Is (To Be Loved By You),Marvin Gaye,2zF8ro2hX0aEYaqXQdEKW1,3
Gotta Serve Somebody,Bob Dylan,760420tYNmNjFgi8bWvbop,3
Seventeen,Sharon Van Etten,7yMYqHqzye8vtyiHqdVlZw,0
Yesterdays,Guns N' Roses,11VGhd5i7deLL0YB0ayicY,0
Trouble No More,Muddy Waters,3wFXuJfiiQYZquZmNnH3m6,0
(The Man Who Shot) Liberty Valance,Gene Pitney,2ZHxl0iAc5mwJFX6Y5TvRU,5
"In the Best Possible Taste, Pt. 2",Kingmaker,4YBOsQtY7CfVExbNZJzDCO,0
The Next Storm,Frank Turner,5pajrflzRSu55mgXcEKLUG,3
You Did It,Ann Robinson,4SqoTCjnqcFbR9Jucthj1E,1
You Did It,Freedom Now Brothers,4SqoTCjnqcFbR9Jucthj1E,1
This Is Not America - 2002 Remaster,David Bowie,3Tc5BaETZ8E6p1xlSNotzt,2
This Is Not America - 2002 Remaster,Pat Metheny Group,3Tc5BaETZ8E6p1xlSNotzt,2
The Way It Is,Bruce Hornsby,6V50MyHPGhEmwYu0Wdyf0t,1
The Way It Is,The Range,6V50MyHPGhEmwYu0Wdyf0t,1
Respectable,Mel & Kim,5BWdNnFSJbm5PBjbBgWG3L,3
Another Pearl,Badly Drawn Boy,1Z6cCc0QUJxUP9TVOlrPiV,0
Cash Machine,Hard-FI,5F9Pe2Tg20NRi8N4cHHXUD,2
What Do You Want From Me?,Monaco,3H097K41pskob32JipdXzK,2
The Diamond,Blackbeard's Tea Party,7dotsr1NnJ0wdqT5v1Ko6Y,2
Hold Back The Night,Graham Parker & The Rumour,47xsmo9vfJSCKE8pdLhYgT,0
Good Morning Britain,Aztec Camera,0IVMSJTtLbhJEjnOVlbOYD,0
The Edge Of Glory,Lady Gaga,57F80059mWaWFvWG3tBTbO,0
Get Up Offa That Thing,James Brown,3whRKAOlJ0M3banzcChvQv,3
7-Rooms Of Gloom - Single Version (Mono),Four Tops,5DZjd0rfQ5L67Q8YipEkde,3
Do Your Thing,Basement Jaxx,5ksIbZrgm9fVbZSgZkU1k5,0
The Dreaming,Kate Bush,0y05aJ6eL8uM1D4to2dlyu,3
No Good Advice,Girls Aloud,1BzSesruWom7wPpSVpJsUa,2
Opening Ceremony,Benny Andersson,7AYER5MhPqn7wiY031VN3W,5
Opening Ceremony,Björn Ulvaeus,7AYER5MhPqn7wiY031VN3W,5
Opening Ceremony,Tim Rice,7AYER5MhPqn7wiY031VN3W,5
Opening Ceremony,Björn Skifs,7AYER5MhPqn7wiY031VN3W,5
Opening Ceremony,Anders Eljas,7AYER5MhPqn7wiY031VN3W,5
Opening Ceremony,Ambrosian Singers,7AYER5MhPqn7wiY031VN3W,5
Opening Ceremony,London Symphony Orchestra,7AYER5MhPqn7wiY031VN3W,5
Mad as Rabbits,Panic! At The Disco,3pfUrqXf1WRxLjpxdnLjfR,0
Freight train,Elizabeth Cotten,5UlokrsKgBObpODBXwTW0B,1
Shipbuilding,Elvis Costello & The Attractions,7DV1fLakiEgpJ1OuMQH4yb,1
Taxman - Remastered,The Beatles,37ySfQ411eeAGzzjd6zsrT,0
I'm an Ordinary Man,Rex Harrison,7kqujHEtjJr9d3pJWSVgEK,1
I'm an Ordinary Man,The Original Broadway Cast Of My Fair Lady,7kqujHEtjJr9d3pJWSVgEK,1
I Didn't Get Where I Am Today - 2012 Remaster,Pet Shop Boys,4fnGEk1AV22Chmn8c5A0DL,2
West One (Shine On Me),The Ruts,4RQY3eJENIWdTx3B9GPjsl,3
Viva La Megababes,Shampoo,0dcKYXLLj8DFx4y48N592h,0
The Crying Game,Boy George,3txSqHwGING6J7waJXN8RJ,2
Call Me Irresponsible - 2008 Remastered,Frank Sinatra,0oeM1wuV8lRBJQg3Emvg9c,5
Haven't Met You Yet,Michael Bublé,4fIWvT19w9PR0VVBuPYpWA,0
Your Kisses Are Wasted On Me,The Pipettes,5uIcGg1RvAa6iIEZZuF60w,0
Get Ready - Rapversion Edit,2 Unlimited,6lXU19ivffGmhE9a3HMPH7,2
Ben,Michael Jackson,3DUNaBEHqpXsrY7sXWlWpX,1
The Mikado,Arthur Sullivan,3zzK44K3C6GhTzNVbRcyxA,4
The Mikado,Royal Ballet Sinfonia,3zzK44K3C6GhTzNVbRcyxA,4
The Mikado,Andrew Penny,3zzK44K3C6GhTzNVbRcyxA,4
La Tristesse Durera (Scream to a Sigh),Manic Street Preachers,0xvx6wzrE4ECseylimFK12,0
Via con me,Paolo Conte,5WHWPRAkR2WYH1CjKV9Omh,1
Breakthru - Remastered 2011,Queen,5Nuxdf0f5PpaeaPm4jrhiE,0
Let's Call the Whole Thing Off,Fred Astaire,7laRx1tJwYmENUbmmwcF6g,1
Walking On The Moon,The Police,4oqvFoU4b6yyN4kw0CNJiA,3
Science Vs. Romance,Rilo Kiley,4YsEgbgu7ZIJETqpYwukbn,2
Bring The Noise,Public Enemy,2r2U0MB6es56gAAywHczAC,0
Kill the Director,The Wombats,1tF1J2fK1F9iQ8UUD1Iai5,2
The Apple,V V Brown,3lbACcyksmS6zkefSxKyub,0
I'm Still Waiting,Diana Ross,2SVJxQfczkbkslAZgkZf9N,5
The Whole World Lost Its Head,The Go-Go's,5quGs5ze4NjVWmwMAzcAE0,2
Makin' Whoopee,Eddie Cantor,400YK3bOKWY4DzD75O0xzW,5
Summer Night City,ABBA,30844qGbUl2Z70njqROPwe,2
Inertia Creeps - Remastered 2019,Massive Attack,48uH1piyNxIMvWGBfVTUSC,0
Drinkin' Wine Spo Dee O Dee,Stick McGhee,72UmNYsIswf2ooSK9d64kn,5
Funny Peculiar,The Divine Comedy,5kY1v4DySwaWHOl3Vt724g,1
Movies Were Movies,Robert Preston,76jmGgDJOAd7XdGGg4zLzG,1
The Killing Jar,Siouxsie and the Banshees,1j0UWLVjMbBEQdqfI1CSQf,0
Fixing A Hole - Remastered 2009,The Beatles,3pKKxkeB1pOUMHwWBmKc3Y,5
Russians,Sting,1CdLweA1brUOAoYEvzTt8M,5
No Sleep Till Brooklyn,Beastie Boys,5qxChyzKLEyoPJ5qGrdurN,0
Natural Blues,Moby,6hmtNel4OKlBpBcTO7ao3o,2
WOW,Prince,0DkV3bGqrYj9SSQ7NCVOJt,0
WOW,3RDEYEGIRL,0DkV3bGqrYj9SSQ7NCVOJt,0
Sorrow - 2015 Remaster,David Bowie,21FFj5GqlujABc0H06uN8j,3
Waltzing Matilda,Rolf Harris,0aHbh03UWFLSctjbNkZGaf,1
I Wish It Would Rain,The Temptations,1tjpccwiGZTMDfHr5VGCmT,1
Sunny Came Home,Shawn Colvin,4mOxpj82q6n3EO7HBZCelX,2
Right Now,The Creatures,1nhlatfHXlrdcHt125JnH5,1
Sweet Talkin' Guy,The Chiffons,5GLr9bkV2czl8o7zJoWXca,2
When You Were Mine,Prince,6Kbkge4WbvwWv1jVzSQsr8,0
'Til I Can't Take It Anymore,Ben E. King,0ieRexK7kXwbjEk6ApYfCZ,0
"Gonna Fly Now - Theme From ""Rocky""",Bill Conti,60kXdgdz1PRqbNQIAEU6s9,3
Angels,Robbie Williams,1M2nd8jNUkkwrc1dgBPTJz,3
Good Morning Judge,10cc,1fMGRxKRtIKNyaMMGrzInM,0
Safety Dance,Men Without Hats,49gncM4nMG84k14p2Y7FH0,3
Big Romantic Stuff,Bob Geldof,6aehV1FyDiYYKB0h1nbaoh,3
Glory Days,Bruce Springsteen,1ZXsVPyuAsMsd3CSG5s5CB,0
The King Is Half-Undressed,Jellyfish,1GWvlF40VlQHURvNC9DGcB,2
F.B.I.,The Shadows,3uKciJKjK74YaoXY02CrrX,4
Pirate Jet,Gorillaz,0xSF7iHZQxaZYMAiBfobms,2
The Man,The Killers,6U5ySz3l4LtpaJ37pr3bGU,2
Fishin' Blues,Taj Mahal,6kEF5v5yIFIzpXxSHl5srW,1
It's The Same Old Song,Four Tops,0wWncpU1P8DGXbag1YuKTy,2
Shakermaker - Remastered,Oasis,4Aaxvww9EEj8OCRH9ChUF7,3
Sunday's Best,Elvis Costello & The Attractions,5sYL9KEMkO6tA4s5gKfoCb,3
Out Of Sight,Hooverphonic,5ROyrnoFoYZVW2ocgsrA8t,3
In A Funny Way,Mercury Rev,6YfpavSZydoKLJk2BpTOju,0
Extreme Ways,Moby,2OnqLGs0xZvr8ZNzWJELGo,2
Welcome To The Jungle,Guns N' Roses,0bVtevEgtDIeRjCJbK3Lmv,0
Theme From M*A*S*H (Suicide Is Painless) - Remastered,Manic Street Preachers,2Wx5tBC8sxVeqRwgI3uCJ2,0
Aces High (Luftwaffe March) (From Film 'Battle of Britain'),The Band Of The Royal Military School,2gW4rPNPs94z5paALmoUSb,4
I Wouldn't Normally Do This Kind of Thing - 2018 Remaster,Pet Shop Boys,5pQHCIcRgwMJrL05Swgjjd,3
Black Cat,Janet Jackson,7wzl8TbHkZs68YH67cQmjB,2
Outside,David Bowie,4ersUFGvmzjhnXfmhKtFkI,3
I'll Try Anything (To Get You),Dusty Springfield,02Pax8QVmYKF6gbdaGiPVo,1
Make Me A Song,Eleanor Friedberger,3Nt1G38u1lalca5B2lm8Sd,3
Jailbait,Motörhead,7xsnsgkBFZr0uhHMXIc2h2,0
Rumour Has It,Adele,5mFMb5OHI3cN0UjITVztCj,3
Everybody Takes A Tumble - Single Version,The Waterboys,6xWremX5OKs9sWIkifnmZt,2
Banana Boat (Day-O),Harry Belafonte,4fHDlIntTsRGSyTg5UYZYC,1
Johnny And Mary,Robert Palmer,3VHFkxbekZQF7xLRd7KjgL,2
Little Things (That Keep Us Together),Scott Walker,2EYyQXHMa2F6hZTs2Mve1z,0
Highwayman,The Highwaymen,7jWbXvrgdbkajU8L28ahn5,1
Highwayman,Willie Nelson,7jWbXvrgdbkajU8L28ahn5,1
Highwayman,Johnny Cash,7jWbXvrgdbkajU8L28ahn5,1
Highwayman,Waylon Jennings,7jWbXvrgdbkajU8L28ahn5,1
Highwayman,Kris Kristofferson,7jWbXvrgdbkajU8L28ahn5,1
Rosalind (You Married the Wrong Guy),The Waterboys,1mSORjqtxQwrFbv8WC5SDn,2
The Boy In the Bubble,Paul Simon,00IrSynHsun7DpDrLkRIjM,3
Gatekeeper,Feist,71pLAOb9hGDPnDuGse80fV,5
Until Tomorrow Then,Ed Harcourt,6b6tOfKbkMPogJ98zoyEPy,1
Go (Radio Edit),Moby,6m97Mu089F0rYcvggzwS2W,2
Trouble,P!nk,5PLC7cNlxWIMAZvXrtqsZm,0
She Drives Me Crazy,Fine Young Cannibals,4d6eqRtpDX7tydHJGDZUBQ,3
Wrapped Around Your Finger,The Police,0Ft9jAS4tzb2vQIwZgUUEl,2
Cabaret: Dont' Tell Mama,John Kander,5M31qc6MUEM5o3dqXqSc7q,1
Cabaret: Dont' Tell Mama,Joel Grey,5M31qc6MUEM5o3dqXqSc7q,1
Cabaret: Dont' Tell Mama,Jill Haworth,5M31qc6MUEM5o3dqXqSc7q,1
Cabaret: Dont' Tell Mama,Cabaret Ensemble,5M31qc6MUEM5o3dqXqSc7q,1
Cabaret: Dont' Tell Mama,Harold Hastings,5M31qc6MUEM5o3dqXqSc7q,1
